rank,tier,score,id,name,arc_main_count,sig_appearance,sig_cover,sig_arc_main,sig_saga_breadth,sig_bio_completeness,sig_bounty,sig_devil_fruit,sig_affiliation,sig_conqueror_haki
602,C,0.1845,Raki,Raki,0,0.3920,0.1480,0.0000,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
603,C,0.1841,Charlotte_Dosmarche,Charlotte Dosmarche,0,0.3180,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
604,C,0.1841,Charlotte_Nusstorte,Charlotte Nusstorte,0,0.3180,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
605,C,0.1839,Charlotte_Prim,Charlotte Prim,0,0.2330,0.0000,0.0000,0.1818,0.7143,0.0000,0.0000,0.5000,0.0000
606,C,0.1837,Bunny_Joe,Bunny Joe,0,0.2007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
607,C,0.1835,Chuchun,Chuchun,1,0.3713,0.1480,0.1966,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
608,C,0.1834,Shimotsuki_Yasuie,Shimotsuki Yasuie,0,0.4716,0.1480,0.0000,0.1818,0.7143,0.0000,0.0000,0.0000,0.0000
609,C,0.1827,Haredas,Haredas,0,0.3713,0.0000,0.0000,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
610,C,0.1826,Gyogyo,Gyogyo,0,0.3820,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.3000,0.0000
611,C,0.1822,Charlotte_Laurin,Charlotte Laurin,0,0.3333,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
612,C,0.1819,Pagaya,Pagaya,0,0.4407,0.0000,0.0000,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
613,C,0.1814,Rika,Rika,0,0.2817,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.3000,0.0000
614,C,0.1810,Charlotte_Anana,Charlotte Anana,0,0.2330,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
615,C,0.1810,Charlotte_Moscato,Charlotte Moscato,0,0.2330,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
616,C,0.1810,Kyuin,Kyuin,0,0.2330,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
617,C,0.1807,Bishamon,Bishamon,0,0.2817,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
618,C,0.1807,Zunesha,Zunesha,0,0.4474,0.0000,0.0000,0.2727,0.7143,0.0000,0.0000,0.0000,0.0000
619,C,0.1799,Charlotte_Bavarois,Charlotte Bavarois,0,0.3010,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
620,C,0.1798,Tom,Tom,0,0.3713,0.0000,0.0000,0.3636,0.7143,0.0000,0.0000,0.0000,0.0000
621,C,0.1797,Bariete,Bariete,0,0.3820,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
622,C,0.1797,Kiev,Kiev,1,0.5227,0.0000,0.1966,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
623,C,0.1794,Bao_Huang,Bao Huang,0,0.3333,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
624,C,0.1794,Hotei,Hotei,0,0.3333,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
625,C,0.1790,Columbus,Columbus,0,0.1590,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.7500,0.0000
626,C,0.1788,Attach,Attach,0,0.2330,0.0000,0.0000,0.3636,0.1429,0.0000,0.0000,0.3000,0.0000
627,C,0.1785,Shanba,Shanba,0,0.2817,0.0000,0.0000,0.2727,0.4286,0.0000,0.0000,0.3000,0.0000
628,C,0.1784,Charlotte_Saint-Marc,Charlotte Saint-Marc,0,0.3180,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
629,C,0.1783,Nako,Nako,1,0.4101,0.0000,0.1966,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
630,C,0.1782,Islewan,Islewan,0,0.2330,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.5000,0.0000
631,C,0.1779,Yatappe,Yatappe,0,0.4474,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
632,C,0.1777,Namur,Namur,0,0.2330,0.1480,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
633,C,0.1777,Speed_Jiru,Speed Jiru,0,0.2330,0.1480,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
634,C,0.1770,Gancho,Gancho,0,0.3713,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
635,C,0.1765,Hiriluk,Hiriluk,0,0.3713,0.1480,0.0000,0.2727,0.7143,0.0000,0.0000,0.0000,0.0000
636,C,0.1763,Onimaru,Onimaru,0,0.3713,0.0000,0.0000,0.1818,0.8571,0.0000,1.0000,0.0000,0.0000
637,C,0.1763,Shandia_Chief,Shandia Chief,0,0.4184,0.0000,0.0000,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
638,C,0.1762,Alpha,Alpha,0,0.1590,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.7500,0.0000
639,C,0.1755,Briscola,Briscola,0,0.3180,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
640,C,0.1755,Gazelleman,Gazelleman,0,0.3180,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
641,C,0.1755,Inbi,Inbi,0,0.3180,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
642,C,0.1755,Nokokuwa_Police,Nokokuwa Police,0,0.3180,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
643,C,0.1752,Fujin,Fujin,0,0.2593,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
644,C,0.1752,Sarutobi,Sarutobi,0,0.2593,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
645,C,0.1750,Charlotte_Noisette,Charlotte Noisette,0,0.2817,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
646,C,0.1750,Mikio_Itoo,Mikio Itoo,0,0.2007,0.0000,0.0000,0.0909,0.7143,0.6157,0.0000,0.0000,0.0000
647,C,0.1745,Gomorrah,Gomorrah,1,0.4923,0.1480,0.1966,0.0909,0.4286,0.0000,0.0000,0.0000,0.0000
648,C,0.1744,Omasa,Omasa,0,0.4336,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
649,C,0.1741,Charlotte_Dacquoise,Charlotte Dacquoise,0,0.3010,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
650,C,0.1741,Charlotte_High-Fat,Charlotte High-Fat,0,0.3010,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
651,C,0.1734,Clover,Clover,0,0.4184,0.0000,0.0000,0.2727,0.7143,0.0000,0.0000,0.0000,0.0000
652,C,0.1733,Chicory,Chicory,0,0.1590,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
653,C,0.1733,Eikon,Eikon,0,0.1590,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
654,C,0.1732,Sodom,Sodom,1,0.4874,0.1480,0.1966,0.0909,0.4286,0.0000,0.0000,0.0000,0.0000
655,C,0.1731,Lassoo,Lassoo,0,0.3333,0.1480,0.0000,0.1818,0.4286,0.0000,1.0000,0.0000,0.0000
656,C,0.1730,Sarie_Nantokanette,Sarie Nantokanette,0,0.2593,0.0000,0.0000,0.2727,0.4286,0.0000,0.0000,0.3000,0.0000
657,C,0.1725,Skull,Skull,0,0.2330,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.5000,0.0000
658,C,0.1723,Fuga,Fuga,0,0.2593,0.0000,0.0000,0.0909,0.7143,0.0000,0.0000,0.5000,0.0000
659,C,0.1722,Doma,Doma,0,0.2817,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
660,C,0.1721,Kairo_Kureyo,Kairo Kureyo,0,0.1003,0.0000,0.0000,0.0909,0.2857,0.8209,0.0000,0.0000,0.0000
661,C,0.1714,Boodle,Boodle,1,0.3597,0.0000,0.1966,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
662,C,0.1713,Gangaru,Gangaru,0,0.3010,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
663,C,0.1713,Hihimaru,Hihimaru,0,0.3010,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
664,C,0.1712,Spacey,Spacey,1,0.4659,0.0000,0.1966,0.1818,0.4286,0.0000,0.0000,0.0000,0.0000
665,C,0.1712,Kikyo,Kikyo,1,0.3471,0.0000,0.1966,0.0909,0.5714,0.0000,0.0000,0.3000,0.0000
666,C,0.1710,Nash,Nash,0,0.3471,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
667,C,0.1710,Ryuma,Ryuma,0,0.3471,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
668,C,0.1705,Konbu,Konbu,0,0.4659,0.1480,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
669,C,0.1704,Muret,Muret,0,0.3333,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.3000,0.0000
670,C,0.1697,Duval,Duval,0,0.3920,0.0000,0.0000,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
671,C,0.1696,Sphinx,Sphinx,0,0.2330,0.0000,0.0000,0.1818,0.0000,0.0000,0.0000,0.5000,0.0000
672,C,0.1694,Charlotte_Marnier,Charlotte Marnier,0,0.2593,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
673,C,0.1694,Charlotte_Mash,Charlotte Mash,0,0.2593,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
674,C,0.1693,Charlotte_Compo,Charlotte Compo,0,0.2817,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
675,C,0.1686,Hatcha,Hatcha,0,0.2330,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
676,C,0.1686,Raijin,Raijin,0,0.2330,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
677,C,0.1666,Blondie,Blondie,0,0.2593,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
678,C,0.1666,Decalvan_Brothers,Decalvan Brothers,0,0.2593,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
679,C,0.1666,McGuy,McGuy,0,0.2593,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
680,C,0.1666,Palms,Palms,0,0.2593,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
681,C,0.1666,Ramba,Ramba,0,0.2593,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
682,C,0.1666,Eddy,Eddy,0,0.3180,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.3000,0.0000
683,C,0.1666,Lily,Lily,0,0.3180,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.3000,0.0000
684,C,0.1665,Himuro,Himuro,0,0.2817,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
685,C,0.1665,Scorpionlady,Scorpionlady,0,0.2817,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
686,C,0.1664,Kojuro,Kojuro,0,0.4013,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
687,C,0.1664,Tsunagoro,Tsunagoro,0,0.4013,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
688,C,0.1663,Sadi,Sadi,0,0.3920,0.1480,0.0000,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
689,C,0.1661,Shimotsuki_Ushimaru,Shimotsuki Ushimaru,0,0.2817,0.0000,0.0000,0.1818,0.7143,0.0000,0.0000,0.3000,0.0000
690,C,0.1657,Charlotte_Angel,Charlotte Angel,0,0.2330,0.0000,0.0000,0.0909,0.7143,0.0000,0.0000,0.5000,0.0000
691,C,0.1657,Charlotte_Custard,Charlotte Custard,0,0.2330,0.0000,0.0000,0.0909,0.7143,0.0000,0.0000,0.5000,0.0000
692,C,0.1649,Sancrin,Sancrin,1,0.3180,0.0000,0.1966,0.3636,0.1429,0.0000,0.0000,0.0000,0.0000
693,C,0.1646,Tamagon,Tamagon,0,0.5016,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
694,C,0.1644,Mihar,Mihar,0,0.2007,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.5000,0.0000
695,C,0.1641,Ishilly,Ishilly,0,0.3333,0.1480,0.0000,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
696,C,0.1639,Nerine,Nerine,1,0.3180,0.0000,0.1966,0.0909,0.5714,0.0000,0.0000,0.3000,0.0000
697,C,0.1639,Lola_(Zombie),Lola (Zombie),0,0.2593,0.1480,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
698,C,0.1637,Charlotte_Basans,Charlotte Basans,0,0.2593,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
699,C,0.1637,Charlotte_Kanten,Charlotte Kanten,0,0.2593,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
700,C,0.1637,Charlotte_Nougat,Charlotte Nougat,0,0.2593,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
701,C,0.1632,Pisaro,Pisaro,0,0.2817,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.3000,0.0000
702,C,0.1628,Charlotte_Cornstarch,Charlotte Cornstarch,0,0.2330,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
703,C,0.1628,Charlotte_Joscarpone,Charlotte Joscarpone,0,0.2330,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
704,C,0.1628,Charlotte_Mascarpone,Charlotte Mascarpone,0,0.2330,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
705,C,0.1628,Charlotte_Yuen,Charlotte Yuen,0,0.2330,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
706,C,0.1625,Thatch,Thatch,0,0.1590,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
707,C,0.1623,Totts,Totts,0,0.3010,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.3000,0.0000
708,C,0.1623,Donquixote_Mjosgard,Donquixote Mjosgard,0,0.3010,0.0000,0.0000,0.3636,0.7143,0.0000,0.0000,0.0000,0.0000
709,C,0.1616,Spandine,Spandine,0,0.3597,0.0000,0.0000,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
710,C,0.1612,Minotaurus,Minotaurus,0,0.3333,0.1480,0.0000,0.2727,0.4286,0.0000,0.0000,0.0000,0.0000
711,C,0.1609,Bishonure-Onna,Bishonure-Onna,0,0.2593,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
712,C,0.1609,Gorishiro,Gorishiro,0,0.2593,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
713,C,0.1609,Mizerka,Mizerka,0,0.2593,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
714,C,0.1609,Saitank,Saitank,0,0.2593,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
715,C,0.1609,Tenjo-Sagari,Tenjo-Sagari,0,0.2593,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
716,C,0.1608,Jigoro,Jigoro,0,0.3333,0.0000,0.0000,0.0909,0.7143,0.0000,0.0000,0.3000,0.0000
717,C,0.1600,Bizarre,Bizarre,0,0.2330,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
718,C,0.1600,Elmy,Elmy,0,0.2330,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
719,C,0.1599,S-Bear,S-Bear,0,0.4013,0.0000,0.0000,0.0909,0.5714,0.0000,1.0000,0.0000,0.0000
720,C,0.1599,S-Snake,S-Snake,0,0.4013,0.0000,0.0000,0.0909,0.5714,0.0000,1.0000,0.0000,0.0000
721,C,0.1597,Kadar,Kadar,0,0.1590,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.5000,0.0000
722,C,0.1595,Gig,Gig,0,0.3010,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
723,C,0.1589,Beer_VI,Beer VI,1,0.2593,0.0000,0.1966,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
724,C,0.1586,Jabari,Jabari,0,0.1003,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
725,C,0.1586,Pirate_Bear,Pirate Bear,0,0.1003,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
726,C,0.1586,Pirate_Penguin,Pirate Penguin,0,0.1003,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
727,C,0.1586,Raise_Max,Raise Max,0,0.1003,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
728,C,0.1583,Tibany,Tibany,0,0.2007,0.0000,0.0000,0.2727,0.4286,0.0000,0.0000,0.3000,0.0000
729,C,0.1581,Pound,Pound,0,0.4184,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
730,C,0.1579,Pandaman,Pandaman,0,0.1003,0.0000,0.0000,0.0909,0.7143,0.6693,0.0000,0.0000,0.0000
731,C,0.1576,Belladonna,Belladonna,0,0.2593,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.3000,0.0000
732,C,0.1576,Blue_Fan,Blue Fan,0,0.2593,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.3000,0.0000
733,C,0.1576,Faust,Faust,0,0.2593,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.3000,0.0000
734,D,0.1575,Hewitt,Hewitt,0,0.2817,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.3000,0.0000
735,D,0.1571,Charlotte_Chiboust,Charlotte Chiboust,0,0.2330,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.5000,0.0000
736,D,0.1570,Big_Pan,Big Pan,0,0.2817,0.1480,0.0000,0.0909,0.4286,0.0000,0.0000,0.3000,0.0000
737,D,0.1570,Capote,Capote,0,0.2817,0.1480,0.0000,0.0909,0.4286,0.0000,0.0000,0.3000,0.0000
738,D,0.1570,Pickles,Pickles,0,0.2817,0.1480,0.0000,0.0909,0.4286,0.0000,0.0000,0.3000,0.0000
739,D,0.1567,Wellington,Wellington,0,0.1003,0.0000,0.0000,0.0909,0.2857,0.7183,0.0000,0.0000,0.0000
740,D,0.1561,Kyo,Kyo,0,0.3010,0.1480,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
741,D,0.1560,Miss_Monday,Miss Monday,0,0.3010,0.1480,0.0000,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
742,D,0.1560,Tabuhachiro,Tabuhachiro,0,0.3597,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
743,D,0.1548,Charlotte_Counter,Charlotte Counter,0,0.2007,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
744,D,0.1548,Charlotte_Mondée,Charlotte Mondée,0,0.2007,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
745,D,0.1548,Charlotte_Mozart,Charlotte Mozart,0,0.2007,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
746,D,0.1548,Yorki,Yorki,0,0.2593,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.3000,0.0000
747,D,0.1547,Ohm,Ohm,0,0.4184,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.0000,0.0000
748,D,0.1546,Mosh,Mosh,0,0.2817,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
749,D,0.1546,Pomp,Pomp,0,0.2817,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
750,D,0.1546,Mero,Mero,0,0.3180,0.1480,0.0000,0.2727,0.2857,0.0000,0.0000,0.0000,0.0000
751,D,0.1543,Beegirl,Beegirl,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
752,D,0.1543,Bisley,Bisley,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
753,D,0.1543,Caucasusman,Caucasusman,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
754,D,0.1543,Goki,Goki,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
755,D,0.1543,Hatsume,Hatsume,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
756,D,0.1543,Jaki,Jaki,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
757,D,0.1543,Juki,Juki,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
758,D,0.1543,Nangi,Nangi,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
759,D,0.1543,Poker,Poker,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
760,D,0.1543,Rush,Rush,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
761,D,0.1543,Zanki,Zanki,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
762,D,0.1543,Zodia,Zodia,0,0.2330,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
763,D,0.1542,Uzu,Uzu,0,0.4600,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.0000,0.0000
764,D,0.1541,Joy_Boy,Joy Boy,0,0.2007,0.0000,0.0000,0.0909,0.2857,0.0000,1.0000,0.0000,1.0000
765,D,0.1540,Kinga,Kinga,0,0.1590,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.5000,0.0000
766,D,0.1539,Jorul,Jorul,0,0.2330,0.0000,0.0000,0.1818,0.7143,0.0000,0.0000,0.3000,0.0000
767,D,0.1534,Su,Su,0,0.4474,0.1480,0.0000,0.0909,0.4286,0.0000,0.0000,0.0000,0.0000
768,D,0.1528,Brownbeard,Brownbeard,0,0.4659,0.0000,0.0000,0.1818,0.0000,0.0000,0.0000,0.0000,0.0000
769,D,0.1528,Hidayu,Hidayu,0,0.3471,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
770,D,0.1527,Merry,Merry,0,0.3471,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
771,D,0.1524,S-Hawk,S-Hawk,0,0.3713,0.0000,0.0000,0.0909,0.5714,0.0000,1.0000,0.0000,0.0000
772,D,0.1519,Amadob,Amadob,0,0.2007,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
773,D,0.1519,Delacuaji,Delacuaji,0,0.2007,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
774,D,0.1519,Noble_Croc,Noble Croc,0,0.2007,0.0000,0.0000,0.0909,0.4286,0.0000,0.0000,0.5000,0.0000
775,D,0.1514,Monda,Monda,0,0.2593,0.1480,0.0000,0.0909,0.4286,0.0000,0.0000,0.3000,0.0000
776,D,0.1512,Gaimon,Gaimon,0,0.3180,0.0000,0.0000,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
777,D,0.1512,Rosward_Charlos,Rosward Charlos,0,0.3180,0.0000,0.0000,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
778,D,0.1510,Raideen,Raideen,0,0.2330,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.3000,0.0000
779,D,0.1505,Shura,Shura,0,0.4013,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.0000,0.0000
780,D,0.1501,Yazaemon,Yazaemon,0,0.1590,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
781,D,0.1497,Minokoala,Minokoala,0,0.3597,0.1480,0.0000,0.1818,0.4286,0.0000,0.0000,0.0000,0.0000
782,D,0.1495,S-Shark,S-Shark,0,0.3597,0.0000,0.0000,0.0909,0.5714,0.0000,1.0000,0.0000,0.0000
783,D,0.1494,Jujiro,Jujiro,0,0.3333,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
784,D,0.1494,Kakunoshin,Kakunoshin,0,0.3333,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.3000,0.0000
785,D,0.1493,Kentauros,Kentauros,0,0.3333,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
786,D,0.1493,Octopako,Octopako,0,0.3333,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
787,D,0.1491,Boogie,Boogie,0,0.2593,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
788,D,0.1491,Bubblegum,Bubblegum,0,0.2593,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
789,D,0.1491,Milky,Milky,0,0.2593,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
790,D,0.1491,Seamars,Seamars,0,0.2593,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
791,D,0.1488,Schollzo,Schollzo,1,0.4716,0.0000,0.1966,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
792,D,0.1481,Ipponmatsu,Ipponmatsu,0,0.2330,0.0000,0.0000,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
793,D,0.1473,Erik,Erik,0,0.3597,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.0000,0.0000
794,D,0.1469,Tonjit,Tonjit,0,0.3010,0.0000,0.0000,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
795,D,0.1465,Minorhinoceros,Minorhinoceros,0,0.3471,0.1480,0.0000,0.1818,0.4286,0.0000,0.0000,0.0000,0.0000
796,D,0.1462,Arthur,Arthur,0,0.2007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
797,D,0.1462,Batman,Batman,0,0.2007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
798,D,0.1462,Battaman,Battaman,0,0.2007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
799,D,0.1462,Brew,Brew,0,0.2007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
800,D,0.1462,Choi,Choi,0,0.2007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
801,D,0.1462,Eggplant_Soldier,Eggplant Soldier,0,0.2007,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
